NOMEEMPRESA,PORTE,MEI,CNPJ,DS_LOGRADOURO,DS_NUMERO,DS_COMPLEMENTO,NO_BAIRRO,NR_CEP,NO_MUNICIPIO,DS_ATIVIDADE
NAME00001108,ME,,36408656110800,RUA PRESIDENTE GETULIO VARGAS,55,A,ATAIDE,29119135.0,VILA VELHA,ATIVIDADE NÃO INFORMADA OU EXTINTA
NAME00001109,EPP,N,36408656110900,RUA BERNARDO HORTA,302,302/304,GUANDÚ,29300794.0,CACHOEIRO DE ITAPEMIRIM,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS"
NAME00001110,ME,,36408656111000,AV PAULINO MULLER,896,LOJA  03,JUCUTUQUARA,29040712.0,VITÓRIA,COMÉRCIO VAREJISTA DE ARTIGOS FOTOGRÁFICOS E PARA FILMAGEM
NAME00001111,ME,,36408656111100,RUA 7 DE SETEMBRO,245,,CENTRO,29000000.0,VITÓRIA,REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE MATÉRIAS-PRIMAS AGRÍCOLAS E ANIMAIS VIVOS
NAME00001112,ME,N,36408656111200,PRAÇA JERÔNYMO MONTEIRO,37,37 A 43 ANDAR 1° SALA 01,CENTRO,29300170.0,CACHOEIRO DE ITAPEMIRIM,ALUGUEL DE IMÓVEIS PRÓPRIOS
NAME00001113,EPP,,36408656111300,RUA BELO HORIZONTE,80,,PRAIA DA COSTA,29101010.0,VILA VELHA,HOTÉIS E SIMILARES
NAME00001114,ME,,36408656111400,AVENIDA PRESIDENTE FLORENTINO AVIDOS,199,,PARQUE MOSCOSO,29018190.0,VITÓRIA,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO
NAME00001115,ME,,36408656111500,RUA CHAFIC MURAD,840,LOJA 02,MONTE BELO,29053315.0,VITÓRIA,REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE MATÉRIAS-PRIMAS AGRÍCOLAS E ANIMAIS VIVOS
NAME00001116,ME,,36408656111600,RUA  HERMANN ROELKE,96,1°PAVIMENTO,Centro,29645000.0,SANTA MARIA DE JETIBÁ,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES"
NAME00001117,ME,S,36408656111700,RUA EMILIO  SCHWANBARCH,61,,VILA DOS  ITALIANOS,29645000.0,SANTA MARIA DE JETIBÁ,BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS
NAME00001118,ME,N,36408656111800,RODOVIA DO SOL,SN,KM 68 - SALA 01,PARATI,29230000.0,ANCHIETA,"CRIAÇÃO DE BOVINOS, EXCETO PARA CORTE E LEITE"
NAME00001119,EPP,,36408656111900,RODOVIA BR 101,SN,KM 375,CENTRO,29280000.0,ICONHA,"COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO"
NAME00001120,ME,N,36408656112000,RUA SANTA CATARINA,177,,MAR AZUL,29198236.0,ARACRUZ,CASAS DE FESTAS E EVENTOS
NAME00001121,ME,,36408656112100,R JOAO DA SILVA ABREU,25,EDIF: JARDIM DO MAR ; LOJA: 07;,PRAIA DO CANTO,29055450.0,VITÓRIA,Serviços de tatuagem e colocação de piercing
NAME00001122,ME,N,36408656112200,AV ELIZA CASTIGLIONE ROSA,342,,ITAPINA,29714000.0,COLATINA,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO
NAME00001123,ME,,36408656112300,VILA JAPIRA,S/N,INTERIOR,SEDE,29900970.0,LINHARES,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS"
NAME00001124,ME,,36408656112400,RODOVIA JOAO RICARDO SCHORLING,S/N,,ZONA RURAL,29260000.0,DOMINGOS MARTINS,COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES
NAME00001125,ME,N,36408656112500,RUA DARLIANE,16,,MARGARETH,29830000.0,NOVA VENÉCIA,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00001126,ME,S,36408656112600,AVENIDA CASTELO BRANCO,840,,VILA LANDINHA,29800000.0,BARRA DE SÃO FRANCISCO,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES
NAME00001127,ME,N,36408656112700,RUA ANTONIO ALEIXO,404,,CONSOLACAO,29045660.0,VITÓRIA,IMPRESSÃO DE MATERIAL PARA USO PUBLICITÁRIO
NAME00001128,ME,,36408656112800,AV JOSE DE ASSIS BAETA,464,,CENTRO,29850970.0,ECOPORANGA,SERVIÇOS DE ARQUITETURA
NAME00001129,ME,,36408656112900,RODOVIA LAURINDO BARBOSA,SN,KM 12,SEDE,29750000.0,PANCAS,COMÉRCIO VAREJISTA DE BEBIDAS
NAME00001130,ME,N,36408656113000,AVENIDA MAURO MIRANDA MADUREIRA,541,,ELPÍDIO VOLPINI,29309712.0,CACHOEIRO DE ITAPEMIRIM,PADARIA E CONFEITARIA COM PREDOMINÂNCIA DE REVENDA
NAME00001131,EPP,N,36408656113100,AVENIDA CARLOS LINDEMBERG,6066,LOJA 03,COBILANDIA,29112165.0,VILA VELHA,"FABRICAÇÃO DE MÁQUINAS E APARELHOS DE REFRIGERAÇÃO E VENTILAÇÃO PARA USO INDUSTRIAL E COMERCIAL, PEÇAS E ACESSÓRIOS"
NAME00001132,ME,,36408656113200,AV MARUIPE,2833,"SALA 4, PAVIMENTO 3, ED LOUZADO",SANTA LUIZA,29045235.0,VITÓRIA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO
NAME00001133,ME,N,36408656113300,PRACA JERONIMO MONTEIRO,57/59,SALA: 101,CENTRO,29300170.0,CACHOEIRO DE ITAPEMIRIM,CORRETAGEM NO ALUGUEL DE IMÓVEIS
NAME00001134,EPP,N,36408656113400,AVENIDA FIORAVANTE ROSSI,4781,ANDAR 2,HONORIO FRAGA,29704423.0,COLATINA,CONSTRUÇÃO DE EDIFÍCIOS
NAME00001135,ME,N,36408656113500,RODOVIA ES-489 CACHOEIRO X ATILIO VIVACQUA,195,"RICARDO BARBIERI, NR 195 A 201;",RUI PINTO BANDEIRA,29315831.0,CACHOEIRO DE ITAPEMIRIM,"APARELHAMENTO DE PLACAS E EXECUÇÃO DE TRABALHOS EM MÁRMORE, GRANITO, ARDÓSIA E OUTRAS PEDRAS"
NAME00001136,ME,,36408656113600,RUA QUINTA AVENIDA,34,,COBILANDIA,29123600.0,VILA VELHA,FABRICAÇÃO DE BATERIAS E ACUMULADORES PARA VEÍCULOS AUTOMOTORES
NAME00001137,ME,N,36408656113700,AVENIDA FERNANDO ANTONIO,65,,BELA AURORA,29141640.0,CARIACICA,COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES
NAME00001138,EPP,,36408656113800,AVENIDA CONCEICAO DA BARRA,420,,SHELL,29901310.0,LINHARES,FABRICAÇÃO DE ESQUADRIAS DE MADEIRA E DE PEÇAS DE MADEIRA PARA INSTALAÇÕES INDUSTRIAIS E COMERCIAIS
NAME00001139,ME,,36408656113900,RUA PRINCIPAL,S/N,,MARICARA,29150000.0,CARIACICA,FABRICAÇÃO DE AGUARDENTE DE CANA-DE-AÇÚCAR
NAME00001140,ME,,36408656114000,RUA EURICO DONATELLI,41,GALPAO 01;,CENTRO,29280000.0,ICONHA,SERVIÇOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEÍCULOS AUTOMOTORES
NAME00001141,ME,,36408656114100,RUA DO JAMBOEIRO,4,PAVMTO 1 SALA 2,IBES,29108730.0,VILA VELHA,COMÉRCIO VAREJISTA DE ANTIGÜIDADES
NAME00001142,ME,,36408656114200,AV. SENADOR ROBERTO KENNEDY,369,LOJA A,SAO TORQUATO,29114000.0,VILA VELHA,COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE
NAME00001143,ME,N,36408656114300,RUA REINALDO MACHADO,63A73,1º ANDAR - SALA B,RECANTO,29303011.0,CACHOEIRO DE ITAPEMIRIM,"SERVIÇOS DE CARTOGRAFIA, TOPOGRAFIA E GEODÉSIA"
NAME00001144,ME,,36408656114400,AVENIDA HANS SCHMOGER,1179,LOJA A,CONCEIÇAO,29900495.0,LINHARES,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO
NAME00001145,ME,,36408656114500,RUA RUY CORTES,7,,CENTRO,29850000.0,ECOPORANGA,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS"
NAME00001146,ME,,36408656114600,RUA CRISTOVAO COLOMBO,605,LOJA 01,CRISTOVAO COLOMBO,29106595.0,VILA VELHA,COMÉRCIO VAREJISTA DE TINTAS E MATERIAIS PARA PINTURA
NAME00001147,EPP,,36408656114700,RODOVIA GETHER LOPES DE FARIA,2975,KM 07,CARLOS GERMANO NAUMANN,29705390.0,COLATINA,COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES
NAME00001148,EPP,N,36408656114800,AVENIDA Belo Horizonte,1223,LOJA 01;,Nova Carapina I,29170038.0,SERRA,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS"
NAME00001149,ME,S,36408656114900,RUA BEIRA ALTA,44,,SAO MARCOS I,29177121.0,SERRA,FABRICAÇÃO DE CALÇADOS DE COURO
NAME00001150,ME,,36408656115000,AVENIDA PAU BRASIL,21,,CIDADE POMAR,29169710.0,SERRA,PADARIA E CONFEITARIA COM PREDOMINÂNCIA DE REVENDA
NAME00001151,ME,,36408656115100,AVENIDA JERUSALEM,SN,LOJA 01,VILA PALESTINA,29145620.0,CARIACICA,"SERVIÇOS DE LAVAGEM, LUBRIFICAÇÃO E POLIMENTO DE VEÍCULOS AUTOMOTORES"
NAME00001152,ME,,36408656115200,AVENIDA DANTE MICHELINI,4787,,CAMBURI,29090070.0,VITÓRIA,RESTAURANTES E SIMILARES
NAME00001153,EPP,,36408656115300,AV 14 DE SETEMBRO,1887,2 ANDAR,SANTO ANTONIO,29920000.0,RIO BANANAL,COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES
NAME00001154,EPP,,36408656115400,AV 14 DE SETEMBRO,1667,,SANTO ANTONIO,29920000.0,RIO BANANAL,COMÉRCIO VAREJISTA DE FERRAGENS E FERRAMENTAS
NAME00001155,ME,,36408656115500,RUA MUNIZ FREIRE,285,,CENTRO,29280000.0,ICONHA,COMÉRCIO VAREJISTA DE FERRAGENS E FERRAMENTAS
NAME00001156,EPP,N,36408656115600,RUA GETULIO VARGAS,209,LOJA 01,GLORIA,29122030.0,VILA VELHA,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00001157,ME,,36408656115700,PRAÇA GETULIO VARGAS,9,,SAO TORQUATO,29114160.0,VILA VELHA,COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS PARA USO HUMANO E VETERINÁRIO
NAME00001158,ME,,36408656115800,PRACA DA MATRIZ,5,,CENTRO,29620000.0,ITARANA,COMÉRCIO VAREJISTA DE TECIDOS
NAME00001159,ME,,36408656115900,RUA RUBENS SALLES PRIMO,1,,JARDIM GUADALAJARA,29108019.0,VILA VELHA,"CONFECÇÃO DE ROUPAS PROFISSIONAIS, EXCETO SOB MEDIDA"
NAME00001160,EPP,,36408656116000,AVENIDA HERMENEGILDO DE VARGAS FORTES,120,TERREO,PONTOES,29600000.0,AFONSO CLÁUDIO,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS"
NAME00001161,EPP,N,36408656116100,RUA MAFALDA GALIMBERTI,81,,VILA LENIRA,29702370.0,COLATINA,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS"
NAME00001162,EPP,N,36408656116200,AVENIDA BEIRA RIO,181,,GUANDU,29300765.0,CACHOEIRO DE ITAPEMIRIM,COMÉRCIO VAREJISTA ESPECIALIZADO DE INSTRUMENTOS MUSICAIS E ACESSÓRIOS
NAME00001163,EPP,,36408656116300,AVENIDA Antônio Azevedo Rodrigues,529,LOTE 08-GALPAO 2;,Nova Zelândia,29175735.0,SERRA,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL
NAME00001164,ME,,36408656116400,RUA JOAO DE DEUS MADUREIRA,12,,CENTRO,29303045.0,CACHOEIRO DE ITAPEMIRIM,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, COM MANIPULAÇÃO DE FÓRMULAS"
NAME00001165,EPP,,36408656116500,AVENIDA Doutor Aristides Campos,527,,Gilberto Machado,29303377.0,CACHOEIRO DE ITAPEMIRIM,IMPRESSÃO DE MATERIAL PARA OUTROS USOS
NAME00001166,ME,N,36408656116600,AVENIDA DOS JACARANDAS,32,,JOSE DE ANCHIETA,29162347.0,SERRA,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS"
NAME00001167,ME,S,36408656116700,AVENIDA PRESIDENTE VARGAS,730,,CENTRO,29260000.0,DOMINGOS MARTINS,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00001168,ME,N,36408656116800,AVENIDA Castro Alves,565,,Interlagos,29903171.0,LINHARES,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00001169,ME,,36408656116900,R SAO PAULO,195,,JACARAIPE,29173000.0,SERRA,"FABRICAÇÃO DE ARTEFATOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES"
NAME00001170,ME,N,36408656117000,RUA HERMES AZEVEDO DE CARVALHO,60,,BALANCA,29560000.0,GUAÇUÍ,TORREFAÇÃO E MOAGEM DE CAFÉ
NAME00001171,ME,N,36408656117100,AVENIDA KURT LEWIN,270,,JARDIM CAMPESTRE,29260000.0,DOMINGOS MARTINS,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS"
NAME00001172,ME,,36408656117200,AV GETULIO VARGAS,28,,CENTRO,29700000.0,COLATINA,COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE
NAME00001173,EPP,N,36408656117300,AV GRACIANO NEVES,115,,CENTRO,29780000.0,SÃO GABRIEL DA PALHA,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL
NAME00001174,ME,S,36408656117400,RUA CRISTINA LECCHI FAVALESSA,257,,JACUPEMBA,29196028.0,ARACRUZ,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL
NAME00001175,ME,N,36408656117500,AVENIDA ROTARY CLUB,123,,BOA VISTA,29931670.0,SÃO MATEUS,"COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO"
NAME00001176,ME,,36408656117600,AVENIDA JOAO FELIPE,138,,CENTRO,29760000.0,ALTO RIO NOVO,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS"
NAME00001177,ME,,36408656117700,AVENIDA DECIMA AVENIDA,SN,LOJA 03,COBILANDIA,29111760.0,VILA VELHA,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL"
NAME00001178,ME,N,36408656117800,AVENIDA JOSE MIRANDA MACHADO,345,MODULO 13,ENSEADA DO SUA,29050425.0,VITÓRIA,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES"
NAME00001179,ME,,36408656117900,RUA JUSCELINO KUBITSCHEK,17,,TABAJARA,29154500.0,CARIACICA,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES
NAME00001180,ME,N,36408656118000,RUA NOGUEIRAS,27,A,JOSE DE ANCHIETA,29162365.0,SERRA,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00001181,ME,N,36408656118100,RUA LUCIANO DAS NEVES,1248,TÉRREO,Centro,29100201.0,VILA VELHA,COMÉRCIO VAREJISTA DE BEBIDAS
NAME00001182,EPP,,36408656118200,RUA CORONEL FRANCISCO BRAGA,S/N,,CENTRO,29300220.0,CACHOEIRO DE ITAPEMIRIM,"EXPLORAÇÃO DE JOGOS DE SINUCA, BILHAR E SIMILARES"
NAME00001183,ME,,36408656118300,AVENIDA DESEMBARGADOR SANTOS NEVES,601,LOJA 22,PRAIA DO CANTO,29055721.0,VITÓRIA,COMÉRCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMÁTICA
NAME00001184,ME,,36408656118400,PRAÇA JOAO ACACINHO,362,,CENTRO,29560000.0,GUAÇUÍ,BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS
NAME00001185,EPP,N,36408656118500,ROD BR-262,2210,PAVMTO: 01;,JARDIM AMERICA,29140130.0,CARIACICA,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL
NAME00001186,EPP,N,36408656118600,RUA DANIELA PEREZ,590,LOJA - TERREO,BARRAMARES,29124342.0,VILA VELHA,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL
NAME00001187,ME,N,36408656118700,R JOSE DANATELLI,51,PV 01,Centro,29280000.0,ICONHA,RECONDICIONAMENTO E RECUPERAÇÃO DE MOTORES PARA VEÍCULOS AUTOMOTORES
NAME00001188,EPP,,36408656118800,EST VALE DO CANAA,S/N,,VALE DO CANAA,29650000.0,SANTA TERESA,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL
NAME00001189,ME,N,36408656118900,RUA CHAPOT PRESVOT,240,LOJA 01,PRAIA DO CANTO,29055410.0,VITÓRIA,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00001190,ME,N,36408656119000,AVENIDA AGUA MARINHA,130,01;,SANTA MONICA,29221000.0,GUARAPARI,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL
NAME00001191,ME,,36408656119100,AVENIDA HENRIQUE MOSCOSO,1301,LOJA 03 COMERCIAL VENETO,CENTRO,29100021.0,VILA VELHA,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00001192,ME,N,36408656119200,R ALCINO PEREIRA NETTO,530,LOJA 01,JARDIM CAMBURI,29090540.0,VITÓRIA,COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTÍCIOS NÃO ESPECIFICADOS ANTERIORMENTE
NAME00001193,ME,,36408656119300,RUA JAO,45,,SERRA DOURADA III,29171780.0,SERRA,"CONFECÇÃO DE PEÇAS DO VESTUÁRIO, EXCETO ROUPAS ÍNTIMAS E AS CONFECCIONADAS SOB MEDIDA"
NAME00001194,ME,,36408656119400,RUA CAPITAO DOMINGOS CORREA DA ROCHA,80,"SALA 116, ED MASTER PLACE",SANTA LUCIA,29056220.0,VITÓRIA,"PORTAIS, PROVEDORES DE CONTEÚDO E OUTROS SERVIÇOS DE INFORMAÇÃO NA INTERNET"
NAME00001195,EPP,,36408656119500,RUA CACHOEIRO DE ITAPEMIRIM,440,GALPAOGALPAO,VILA CAPIXABA,29148210.0,CARIACICA,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL
NAME00001196,ME,N,36408656119600,AVENIDA NONA VITÓRIA,1074,LOJA 01,SÃO JOÃO DE VIÇOSA,29375000.0,VENDA NOVA DO IMIGRANTE,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - SUPERMERCADOS"
NAME00001197,ME,,36408656119700,PRAÇA COSTA PEREIRA,58,ED ALVARES CABRAL LOJA 08,CENTRO,29010080.0,VITÓRIA,"Cabeleireiros, manicure e pedicure"
NAME00001198,ME,N,36408656119800,RUA COSTA PEREIRA,214,,SUMARÉ,29304516.0,CACHOEIRO DE ITAPEMIRIM,COMÉRCIO VAREJISTA DE ARTIGOS DE ÓPTICA
NAME00001199,ME,,36408656119900,RUA DOS JACARANDAS,29,CASA,FEU ROSA,29172031.0,SERRA,FABRICAÇÃO DE OUTROS ARTIGOS DE CARPINTARIA PARA CONSTRUÇÃO
NAME00001200,ME,N,36408656120000,PCA SAO JOSE,SN,,SAO JOSE,29770000.0,MANTENÓPOLIS,COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTÍCIOS NÃO ESPECIFICADOS ANTERIORMENTE
NAME00001201,ME,N,36408656120100,RUA MANOEL GILSON DA SILVA,78,1 ANDAR LOJA A,SAO TORQUATO,29114310.0,VILA VELHA,COMÉRCIO DE PEÇAS E ACESSÓRIOS PARA VEÍCULOS AUTOMOTORES
NAME00001202,EPP,N,36408656120200,AV ANARIO MARREIRO ARAUJO,163,,NOSSA SRA DA CONCEICAO,29900505.0,LINHARES,FABRICAÇÃO DE ESQUADRIAS DE METAL
NAME00001203,EPP,N,36408656120300,AVENIDA Jerônimo Monteiro,5395,LOJA 01;,Paul,29115045.0,VILA VELHA,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS"
NAME00001204,EPP,N,36408656120400,AVENIDA VITORIA,303,,CENTRO,29830000.0,NOVA VENÉCIA,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL
NAME00001205,EPP,,36408656120500,RUA PEDRO CAETANO,216,SALA 01,CENTRO,29200350.0,GUARAPARI,CONSTRUÇÃO DE EDIFÍCIOS
NAME00001206,EPP,N,36408656120600, RUA PROJETADA,S/N,,Biriricas,29260984.0,DOMINGOS MARTINS,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - SUPERMERCADOS"
NAME00001207,EPP,,36408656120700,ESCADARIA MARIA ORTIZ,47,LOJA 02 E JIRAU,CENTRO,29015130.0,VITÓRIA,COMÉRCIO ATACADISTA DE PRODUTOS ODONTOLÓGICOS
NAME00001208,EPP,N,36408656120800,RUA GERALDO PEREIRA,22,,CENTRO,29700130.0,COLATINA,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, COM MANIPULAÇÃO DE FÓRMULAS"
NAME00001209,ME,,36408656120900,RUA INACIO FUNDAO,920,,BOA VISTA,29931240.0,SÃO MATEUS,RESTAURANTES E SIMILARES
NAME00001210,ME,N,36408656121000,AV PRESIDENTE VARGAS,252,,Centro,29770000.0,MANTENÓPOLIS,COMÉRCIO VAREJISTA DE TECIDOS
NAME00001211,ME,,36408656121100,AV CHAMPAGNAT,1040,,CENTRO,,VILA VELHA,RESTAURANTES E SIMILARES
NAME00001212,ME,N,36408656121200,AVENIDA ADILES FERRARI,324,SUBSL SUBSOLO,CUSTÓDIO LEITE RIBEIRO,29600000.0,AFONSO CLÁUDIO,COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES
NAME00001213,ME,N,36408656121300,AVENIDA NORTE SUL C/ AV. BNH,231,LARANJEIRAS SHOPPING LOJA 140,P. R. LARANJEIRAS,29042570.0,SERRA,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES"
NAME00001214,ME,,36408656121400,RUA PADRE JOAO BAUER,220,LOJA B,CENTRO,29190022.0,ARACRUZ,COMÉRCIO VAREJISTA DE CALÇADOS
NAME00001215,ME,N,36408656121500,AVENIDA PRESIDENTE DUTRA,299,,CAMPO GRANDE,29146090.0,CARIACICA,EDUCAÇÃO INFANTIL - CRECHE
NAME00001216,EPP,N,36408656121600,AV ADALBERTO SIMAO NADER,891,LOJA: 01;,REPUBLICA,29070010.0,VITÓRIA,COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE
NAME00001217,ME,N,36408656121700,AV FLORIANO RUBIM,954,CASA,CENTRO,29850000.0,ECOPORANGA,PADARIA E CONFEITARIA COM PREDOMINÂNCIA DE REVENDA
NAME00001218,ME,,36408656121800,RUA GENERAL OSORIO,146,2° E 3° PAVIMENTOS,CENTRO,29010030.0,VITÓRIA,HOTÉIS
NAME00001219,ME,,36408656121900,RUA DA LIBERDADE,155,,CENTRO,29930000.0,SÃO MATEUS,IMPRESSÃO DE JORNAIS
NAME00001220,EPP,,36408656122000,AVENIDA EXPEDITO GARCIA,16,,CAMPO GRANDE,29146200.0,CARIACICA,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL
NAME00001221,ME,,36408656122100,AVENIDA JONES DOS SANTOS NEVES,1292,,CENTRO,29900033.0,LINHARES,"ATIVIDADES DE ATENDIMENTO HOSPITALAR, EXCETO PRONTO-SOCORRO E UNIDADES PARA ATENDIMENTO A URGÊNCIAS"
NAME00001222,ME,N,36408656122200,AVENIDA DOMINGOS PERIM,272,,Centro,29375000.0,VENDA NOVA DO IMIGRANTE,PADARIA E CONFEITARIA COM PREDOMINÂNCIA DE REVENDA
NAME00001223,EPP,N,36408656122300,AV LUIZ CANDIDO DURAO,06-A,QUADRA: 20;,NOSSA SENHORA DA CONCEICAO,29900530.0,LINHARES,"COMÉRCIO A VAREJO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS NOVOS"
NAME00001224,ME,N,36408656122400,RUA GOVERNADOR RUBIM,222,LOJA 02,CENTRO,29130148.0,VIANA,COMÉRCIO VAREJISTA DE ARTIGOS DE RELOJOARIA
NAME00001225,EPP,N,36408656122500,RUA ALEXANDRE CALMON,117,,CENTRO,29700000.0,COLATINA,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS"
NAME00001226,EPP,,36408656122600,RUA Alexandre Calmon,126,,Centro,29700040.0,COLATINA,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS"
NAME00001227,EPP,N,36408656122700,AVENIDA JOUBERT DE BARROS,715,TERREO,BENTO FERREIRA,29050720.0,VITÓRIA,CONSTRUÇÃO DE EDIFÍCIOS
NAME00001228,ME,S,36408656122800,PRAÇA ANTONIO GUIZZARDI,S/N,TERREO,CENTRO,29380000.0,MUNIZ FREIRE,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
